timestamp,cloud_cover,temperature,humidity,wind_speed,wind_direction,visibility,bz_gsm,by_gsm,flow_speed,proton_density,ey,kp10,dst,f107,ae,al
2023-01-01 00:00:00,8.0,0.0,99.0,3.8,131.0,2160.0,0.4,2.4,603.0,1.68,-0.24,23,-23,147.5,132,-73
2023-01-01 01:00:00,8.0,0.0,99.0,3.4,146.0,3516.0,0.5,2.6,582.0,1.74,-0.29,23,-21,147.5,97,-45
2023-01-01 02:00:00,8.0,-0.2,99.0,3.8,203.0,2544.0,1.2,2.6,581.0,1.72,-0.7,23,-23,147.5,133,-71
2023-01-01 03:00:00,9.0,-0.5,99.0,2.8,239.0,1132.0,0.6,2.4,576.0,1.57,-0.35,30,-26,147.5,180,-101
2023-01-01 04:00:00,9.0,-0.4,99.0,3.1,250.0,2014.0,1.0,2.5,585.0,1.68,-0.58,30,-26,147.5,139,-46
2023-01-01 05:00:00,8.0,-0.4,99.0,4.3,264.0,2973.0,1.7,2.5,569.0,1.58,-0.97,30,-23,147.5,55,-17
2023-01-01 06:00:00,8.0,-1.1,98.0,5.2,274.0,5446.0,0.2,2.3,548.0,1.35,-0.11,20,-19,147.5,95,-57
2023-01-01 07:00:00,8.0,-1.5,98.0,5.3,280.0,3091.0,1.0,2.2,543.0,1.28,-0.54,20,-17,147.5,243,-175
2023-01-01 08:00:00,8.0,-1.9,97.0,4.7,278.0,5796.0,0.7,2.4,553.0,1.43,-0.39,20,-16,147.5,141,-85
2023-01-01 09:00:00,8.0,-2.1,97.0,4.4,280.0,7921.0,-2.0,2.4,559.0,1.44,1.12,27,-15,147.5,227,-162
2023-01-01 10:00:00,8.0,-2.0,97.0,3.9,270.0,2924.0,0.6,2.3,546.0,1.29,-0.33,27,-19,147.5,458,-358
2023-01-01 11:00:00,8.0,-2.0,97.0,4.6,284.0,1627.0,2.6,2.4,541.0,1.4,-1.41,27,-19,147.5,147,-82
2023-01-01 12:00:00,8.0,-1.8,97.0,6.2,301.0,8057.0,-0.2,2.4,535.0,1.38,0.11,17,-17,147.5,42,-18
2023-01-01 13:00:00,8.0,-2.2,97.0,4.7,321.0,1017.0,-0.7,2.7,537.0,1.54,0.38,17,-16,147.5,82,-61
2023-01-01 14:00:00,8.0,-2.4,97.0,2.9,309.0,1334.0,-1.0,2.6,539.0,1.46,0.54,17,-20,147.5,153,-122
2023-01-01 15:00:00,8.0,-1.3,96.0,7.9,315.0,2300.0,-0.3,2.6,522.0,1.38,0.16,27,-18,147.5,375,-325
2023-01-01 16:00:00,8.0,-1.8,93.0,5.4,309.0,69155.0,-0.2,2.7,515.0,1.42,0.1,27,-19,147.5,200,-151
2023-01-01 17:00:00,8.0,-2.0,93.0,4.8,299.0,71331.0,-1.6,2.9,525.0,1.59,0.84,27,-16,147.5,176,-153
2023-01-01 18:00:00,8.0,-2.1,92.0,4.5,311.0,74057.0,-2.4,3.0,523.0,1.61,1.26,37,-19,147.5,370,-339
2023-01-01 19:00:00,8.0,-2.3,93.0,4.6,302.0,72784.0,-2.9,2.9,523.0,1.55,1.52,37,-23,147.5,487,-434
2023-01-01 20:00:00,6.0,-3.0,93.0,3.7,291.0,75000.0,-0.7,3.5,513.0,1.82,0.36,37,-24,147.5,756,-649
2023-01-01 21:00:00,0.0,-3.9,92.0,2.7,278.0,74157.0,1.4,2.9,487.0,1.39,-0.68,40,-19,147.5,257,-182
2023-01-01 22:00:00,0.0,-4.7,92.0,2.5,275.0,67699.0,-1.4,3.0,487.0,1.44,0.68,40,-12,147.5,199,-117
2023-01-01 23:00:00,5.0,-4.9,92.0,2.4,274.0,63208.0,-2.3,3.0,499.0,1.47,1.15,40,-17,147.5,222,-171
2023-01-02 00:00:00,7.0,-5.4,91.0,2.6,289.0,55925.0,-1.5,3.1,505.0,1.53,0.76,20,-17,141.5,153,-98
2023-01-02 01:00:00,0.0,-5.9,90.0,2.6,297.0,55878.0,-0.6,3.0,503.0,1.46,0.3,20,-20,141.5,90,-48
2023-01-02 02:00:00,0.0,-6.4,91.0,3.2,266.0,50749.0,1.5,3.0,500.0,1.46,-0.75,20,-20,141.5,73,-51
2023-01-02 03:00:00,0.0,-6.9,91.0,2.8,221.0,45848.0,2.4,2.8,486.0,1.28,-1.17,20,-18,141.5,62,-42
2023-01-02 04:00:00,2.0,-7.5,91.0,2.4,246.0,52161.0,-0.2,3.0,507.0,1.51,0.1,20,-15,141.5,72,-26
2023-01-02 05:00:00,0.0,-8.3,91.0,2.2,231.0,50439.0,2.1,2.9,479.0,1.32,-1.01,20,-20,141.5,58,-32
2023-01-02 06:00:00,0.0,-8.7,92.0,2.8,246.0,51513.0,1.2,2.7,477.0,1.19,-0.57,10,-18,141.5,76,-59
2023-01-02 07:00:00,0.0,-8.8,92.0,2.1,250.0,56405.0,1.4,2.6,475.0,1.12,-0.67,10,-13,141.5,75,-61
2023-01-02 08:00:00,0.0,-8.5,93.0,2.7,241.0,51795.0,1.2,2.6,473.0,1.12,-0.57,10,-9,141.5,72,-56
2023-01-02 09:00:00,0.0,-8.6,93.0,3.9,244.0,49003.0,-1.3,3.1,487.0,1.47,0.63,17,-6,141.5,31,-16
2023-01-02 10:00:00,0.0,-7.1,92.0,2.4,286.0,52405.0,-1.2,3.0,478.0,1.35,0.57,17,-8,141.5,87,-68
2023-01-02 11:00:00,0.0,-7.8,93.0,2.4,243.0,48439.0,-0.8,3.0,455.0,1.25,0.36,17,-13,141.5,164,-129
2023-01-02 12:00:00,0.0,-8.8,93.0,3.2,253.0,48065.0,-2.6,3.4,459.0,1.4,1.19,13,-10,141.5,176,-133
2023-01-02 13:00:00,0.0,-9.0,92.0,3.6,256.0,47359.0,-2.6,3.8,456.0,1.54,1.19,13,-10,141.5,219,-177
2023-01-02 14:00:00,0.0,-11.8,90.0,2.7,254.0,41702.0,0.9,3.1,455.0,1.24,-0.41,13,-15,141.5,131,-91
2023-01-02 15:00:00,0.0,-10.7,91.0,2.5,236.0,2623.0,0.3,3.3,443.0,1.28,-0.13,13,-13,141.5,136,-113
2023-01-02 16:00:00,0.0,-9.8,95.0,2.3,212.0,4359.0,0.1,4.0,423.0,1.49,-0.04,13,-15,141.5,137,-111
2023-01-02 17:00:00,0.0,-11.9,85.0,0.9,190.0,7526.0,0.1,4.1,416.0,1.5,-0.04,13,-15,141.5,190,-161
2023-01-02 18:00:00,7.0,-12.7,88.0,1.1,110.0,24459.0,0.3,4.4,416.0,1.62,-0.12,20,-11,141.5,62,-40
2023-01-02 19:00:00,8.0,-13.0,87.0,0.5,130.0,7939.0,-1.4,4.7,419.0,1.73,0.59,20,-8,141.5,56,-41
2023-01-02 20:00:00,9.0,-12.5,89.0,1.6,95.0,1807.0,-1.9,4.4,418.0,1.62,0.79,20,-9,141.5,142,-121
2023-01-02 21:00:00,8.0,-13.5,87.0,3.1,118.0,1575.0,-2.8,4.5,418.0,1.65,1.17,30,-10,141.5,296,-273
2023-01-02 22:00:00,9.0,-14.4,88.0,4.0,106.0,2528.0,-3.0,4.4,415.0,1.59,1.25,30,-8,141.5,143,-114
2023-01-02 23:00:00,9.0,-14.7,89.0,3.0,117.0,739.0,-1.0,4.4,414.0,1.54,0.41,30,-9,141.5,230,-203
2023-01-03 00:00:00,9.0,-14.3,87.0,2.1,81.0,2421.0,1.1,4.6,414.0,1.6,-0.46,13,-8,146.9,46,-22
2023-01-03 01:00:00,7.0,-14.2,88.0,2.2,85.0,29431.0,1.2,4.2,409.0,1.39,-0.49,13,-10,146.9,32,-15
2023-01-03 02:00:00,8.0,-14.5,88.0,3.9,71.0,3582.0,3.4,4.2,415.0,1.4,-1.41,13,-13,146.9,20,-10
2023-01-03 03:00:00,8.0,-14.0,87.0,3.6,68.0,17999.0,2.0,3.9,402.0,1.23,-0.8,3,-12,146.9,21,-12
2023-01-03 04:00:00,8.0,-13.2,88.0,2.8,80.0,35139.0,-1.1,3.8,415.0,1.27,0.46,3,-6,146.9,25,-10
2023-01-03 05:00:00,8.0,-13.7,88.0,4.0,59.0,14628.0,0.3,3.6,414.0,1.2,-0.12,3,-5,146.9,19,-11
2023-01-03 06:00:00,8.0,-13.3,88.0,4.4,60.0,5984.0,-1.1,3.9,409.0,1.26,0.45,7,-5,146.9,21,-12
2023-01-03 07:00:00,8.0,-12.8,87.0,3.1,65.0,5516.0,-1.7,3.8,409.0,1.24,0.7,7,-3,146.9,38,-32
2023-01-03 08:00:00,8.0,-12.2,89.0,3.2,62.0,2433.0,-0.5,3.7,411.0,1.26,0.21,7,-4,146.9,96,-88
2023-01-03 09:00:00,8.0,-11.9,88.0,3.2,39.0,4039.0,1.0,3.7,390.0,1.16,-0.39,3,-5,146.9,77,-73
2023-01-03 10:00:00,8.0,-11.8,88.0,4.8,52.0,4805.0,-0.0,4.0,387.0,1.24,0.0,3,-2,146.9,45,-38
2023-01-03 11:00:00,7.0,-12.4,88.0,1.9,30.0,14121.0,-1.2,4.0,387.0,1.22,0.46,3,-6,146.9,83,-74
2023-01-03 12:00:00,8.0,-12.5,88.0,3.8,10.0,55481.0,-0.4,3.8,378.0,1.15,0.15,10,-9,146.9,122,-96
2023-01-03 13:00:00,7.0,-12.2,89.0,4.1,22.0,52501.0,-0.2,3.7,366.0,1.09,0.07,10,-10,146.9,70,-53
2023-01-03 14:00:00,8.0,-12.0,89.0,4.0,24.0,41667.0,0.7,4.4,373.0,1.29,-0.26,10,-9,146.9,33,-26
2023-01-03 15:00:00,8.0,-11.0,89.0,4.1,16.0,45928.0,-2.5,4.6,385.0,1.41,0.96,20,-10,146.9,91,-75
2023-01-03 16:00:00,6.0,-12.4,89.0,3.8,5.0,60419.0,-2.9,4.8,387.0,1.45,1.12,20,-13,146.9,285,-244
2023-01-03 17:00:00,5.0,-12.9,87.0,4.2,21.0,60534.0,-3.5,5.4,390.0,1.66,1.36,20,-15,146.9,447,-387
2023-01-03 18:00:00,0.0,-12.8,88.0,4.4,9.0,56598.0,-0.4,5.7,383.0,1.78,0.15,23,-16,146.9,313,-205
2023-01-03 19:00:00,0.0,-12.3,88.0,4.1,358.0,50774.0,-0.4,7.3,393.0,2.3,0.16,23,-14,146.9,270,-196
2023-01-03 20:00:00,0.0,-13.5,87.0,3.6,357.0,51078.0,0.5,7.6,404.0,2.55,-0.2,23,-7,146.9,214,-137
2023-01-03 21:00:00,0.0,-12.3,88.0,4.8,350.0,49419.0,1.0,8.7,409.0,3.0,-0.41,27,3,146.9,175,-95
2023-01-03 22:00:00,0.0,-13.0,88.0,4.4,347.0,55127.0,0.0,11.8,418.0,4.23,-0.0,27,11,146.9,230,-163
2023-01-03 23:00:00,0.0,-13.8,88.0,5.1,341.0,51401.0,-4.4,13.6,426.0,5.01,1.87,27,0,146.9,407,-329
2023-01-04 00:00:00,0.0,-14.3,88.0,4.5,346.0,52648.0,-1.9,14.1,429.0,5.13,0.82,40,-8,146.0,407,-273
2023-01-04 01:00:00,0.0,-14.6,86.0,4.2,352.0,52898.0,-2.0,14.3,433.0,5.36,0.87,40,-5,146.0,456,-318
2023-01-04 02:00:00,7.0,-14.0,87.0,5.2,347.0,52497.0,-2.2,17.3,428.0,6.46,0.94,40,-13,146.0,414,-299
2023-01-04 03:00:00,8.0,-13.9,86.0,6.3,336.0,51491.0,-9.6,5.4,417.0,1.86,4.0,47,-27,146.0,264,-215
2023-01-04 04:00:00,8.0,-13.5,87.0,5.6,347.0,52983.0,-10.8,3.2,410.0,1.06,4.43,47,-36,146.0,455,-357
2023-01-04 05:00:00,7.0,-13.4,86.0,5.1,339.0,53302.0,-9.8,3.6,413.0,1.19,4.05,47,-39,146.0,510,-378
2023-01-04 06:00:00,8.0,-13.1,87.0,5.7,335.0,51611.0,-10.9,3.3,418.0,1.09,4.56,43,-45,146.0,594,-441
2023-01-04 07:00:00,7.0,-12.4,87.0,5.5,344.0,31618.0,-9.3,5.2,418.0,1.71,3.89,43,-54,146.0,731,-467
2023-01-04 08:00:00,8.0,-12.0,87.0,5.0,345.0,47224.0,-5.0,7.3,418.0,2.48,2.09,43,-58,146.0,721,-465
2023-01-04 09:00:00,8.0,-11.7,88.0,3.3,1.0,50138.0,-2.6,7.1,416.0,2.34,1.08,33,-61,146.0,533,-330
2023-01-04 10:00:00,8.0,-11.1,88.0,3.9,354.0,41040.0,0.8,5.3,410.0,1.81,-0.33,33,-50,146.0,496,-367
2023-01-04 11:00:00,8.0,-10.1,89.0,4.0,2.0,55960.0,3.6,4.6,401.0,1.55,-1.44,33,-46,146.0,417,-372
2023-01-04 12:00:00,8.0,-9.5,89.0,3.7,4.0,55362.0,7.3,3.8,400.0,1.25,-2.92,33,-42,146.0,235,-220
2023-01-04 13:00:00,8.0,-9.4,90.0,3.7,360.0,58837.0,11.4,4.9,402.0,1.68,-4.58,33,-39,146.0,131,-123
2023-01-04 14:00:00,8.0,-8.9,90.0,3.6,4.0,55253.0,11.9,12.2,398.0,4.0,-4.74,33,-29,146.0,165,-126
2023-01-04 15:00:00,8.0,-8.5,90.0,3.2,12.0,51754.0,11.1,25.4,399.0,7.83,-4.43,20,-15,146.0,144,-119
2023-01-04 16:00:00,8.0,-7.9,90.0,3.5,15.0,50197.0,15.0,23.8,397.0,7.74,-5.96,20,-10,146.0,89,-74
2023-01-04 17:00:00,8.0,-7.2,91.0,4.6,31.0,46928.0,14.9,16.1,404.0,5.25,-6.02,20,-8,146.0,55,-46
2023-01-04 18:00:00,8.0,-7.1,92.0,4.8,43.0,44750.0,15.8,11.6,400.0,3.89,-6.32,17,-7,146.0,30,-20
2023-01-04 19:00:00,8.0,-6.9,91.0,4.8,35.0,49617.0,16.5,13.9,397.0,4.42,-6.55,17,-2,146.0,36,-21
2023-01-04 20:00:00,8.0,-6.8,91.0,5.7,40.0,46442.0,16.5,12.3,388.0,3.79,-6.4,17,-2,146.0,30,-15
2023-01-04 21:00:00,8.0,-6.9,87.0,3.9,29.0,49429.0,16.0,10.1,385.0,3.21,-6.16,7,-1,146.0,21,-8
2023-01-04 22:00:00,8.0,-6.8,86.0,4.0,12.0,49065.0,14.8,11.1,382.0,3.52,-5.65,7,-2,146.0,17,-7
2023-01-04 23:00:00,8.0,-6.6,85.0,4.8,28.0,51058.0,12.4,11.6,381.0,3.81,-4.72,7,-2,146.0,15,-5
2023-01-05 00:00:00,8.0,-6.5,86.0,4.1,25.0,41851.0,12.2,12.6,382.0,4.14,-4.66,3,1,149.2,13,-3
2023-01-05 01:00:00,8.0,-6.5,85.0,5.2,28.0,15382.0,12.1,12.9,381.0,4.23,-4.61,3,1,149.2,12,-2
2023-01-05 02:00:00,8.0,-6.7,87.0,4.8,24.0,47310.0,12.9,11.5,381.0,3.59,-4.91,3,-1,149.2,14,-3
2023-01-05 03:00:00,8.0,-6.8,85.0,4.1,21.0,41720.0,14.2,13.0,385.0,4.11,-5.47,7,2,149.2,22,-2
2023-01-05 04:00:00,8.0,-6.9,83.0,4.0,23.0,45036.0,12.4,14.2,388.0,4.51,-4.81,7,8,149.2,23,1
2023-01-05 05:00:00,7.0,-7.2,87.0,4.0,19.0,16780.0,11.2,14.5,384.0,4.6,-4.3,7,10,149.2,29,-1
2023-01-05 06:00:00,8.0,-7.1,86.0,3.4,28.0,45034.0,11.8,17.1,381.0,4.63,-4.5,10,11,149.2,27,-5
2023-01-05 07:00:00,8.0,-6.9,86.0,4.2,27.0,50577.0,9.6,18.2,378.0,4.95,-3.63,10,14,149.2,44,-9
2023-01-05 08:00:00,8.0,-8.0,87.0,3.8,28.0,52057.0,9.7,17.7,377.0,4.96,-3.66,10,16,149.2,70,-8
2023-01-05 09:00:00,6.0,-8.5,86.0,4.5,34.0,57006.0,7.3,14.6,374.0,4.07,-2.73,13,13,149.2,61,-10
2023-01-05 10:00:00,2.0,-10.3,89.0,3.5,16.0,54123.0,7.0,14.1,368.0,3.81,-2.58,13,11,149.2,43,-13
2023-01-05 11:00:00,7.0,-9.7,89.0,3.3,17.0,52978.0,4.5,12.7,363.0,3.3,-1.63,13,9,149.2,50,-15
2023-01-05 12:00:00,2.0,-10.1,87.0,3.7,13.0,54626.0,-6.9,10.3,356.0,2.49,2.46,27,1,149.2,237,-135
2023-01-05 13:00:00,7.0,-9.2,84.0,3.5,20.0,60623.0,-3.1,12.1,358.0,2.95,1.11,27,-4,149.2,349,-156
2023-01-05 14:00:00,8.0,-8.1,83.0,3.6,15.0,44526.0,-8.4,7.4,353.0,1.71,2.97,27,-10,149.2,220,-158
2023-01-05 15:00:00,8.0,-8.1,85.0,2.4,355.0,65802.0,-8.5,8.1,349.0,1.83,2.97,30,-8,149.2,539,-433
2023-01-05 16:00:00,8.0,-8.1,88.0,2.7,344.0,33319.0,-6.4,9.1,355.0,2.21,2.27,30,-15,149.2,388,-210
2023-01-05 17:00:00,8.0,-7.7,88.0,3.0,351.0,46292.0,-4.9,8.5,345.0,1.97,1.69,30,-18,149.2,390,-161
2023-01-05 18:00:00,8.0,-7.9,90.0,2.3,349.0,50226.0,-5.9,7.7,351.0,1.81,2.07,27,-20,149.2,348,-153
2023-01-05 19:00:00,7.0,-7.6,90.0,3.1,345.0,51526.0,-6.8,7.4,360.0,1.82,2.45,27,-22,149.2,310,-145
2023-01-05 20:00:00,7.0,-8.3,89.0,2.5,360.0,33049.0,-5.8,6.9,345.0,1.55,2.0,27,-24,149.2,347,-128
2023-01-05 21:00:00,8.0,-8.4,91.0,0.5,28.0,25135.0,-5.5,6.0,342.0,1.28,1.88,27,-26,149.2,555,-224
2023-01-05 22:00:00,8.0,-8.1,91.0,2.2,336.0,45531.0,-3.5,5.0,344.0,1.09,1.2,27,-26,149.2,335,-97
2023-01-05 23:00:00,8.0,-7.9,91.0,2.7,338.0,27113.0,4.1,4.4,355.0,1.2,-1.46,27,-22,149.2,142,-17
2023-01-06 00:00:00,8.0,-8.0,91.0,3.1,335.0,54597.0,4.1,4.4,352.0,1.14,-1.44,10,-19,166.7,70,-1
2023-01-06 01:00:00,8.0,-8.2,91.0,0.8,275.0,51153.0,6.4,4.1,357.0,1.07,-2.28,10,-16,166.7,48,-4
2023-01-06 02:00:00,8.0,-8.8,90.0,1.0,262.0,27772.0,6.2,4.2,340.0,1.02,-2.11,10,-17,166.7,27,-13
2023-01-06 03:00:00,8.0,-8.4,91.0,1.6,261.0,57295.0,4.9,3.9,358.0,1.01,-1.75,3,-18,166.7,35,-19
2023-01-06 04:00:00,8.0,-9.1,91.0,1.0,259.0,55708.0,4.1,3.0,358.0,0.73,-1.47,3,-20,166.7,41,-27
2023-01-06 05:00:00,8.0,-9.1,92.0,2.2,258.0,50211.0,4.8,2.5,358.0,0.68,-1.72,3,-21,166.7,46,-29
2023-01-06 06:00:00,8.0,-9.3,90.0,1.4,267.0,56507.0,5.6,3.7,364.0,0.93,-2.04,3,-17,166.7,57,-21
2023-01-06 07:00:00,8.0,-9.8,90.0,1.9,251.0,59205.0,0.4,3.8,367.0,0.95,-0.15,3,-12,166.7,46,-21
2023-01-06 08:00:00,8.0,-9.9,91.0,2.0,248.0,56759.0,4.1,3.0,366.0,0.75,-1.5,3,-11,166.7,47,-21
2023-01-06 09:00:00,7.0,-10.6,89.0,1.3,274.0,59898.0,4.4,4.4,351.0,0.97,-1.54,7,-9,166.7,36,-15
2023-01-06 10:00:00,8.0,-9.6,87.0,1.4,260.0,67736.0,3.9,3.2,362.0,0.77,-1.41,7,-8,166.7,60,-16
2023-01-06 11:00:00,8.0,-10.0,89.0,1.5,245.0,66468.0,5.6,3.5,394.0,0.96,-2.21,7,-9,166.7,43,-12
2023-01-06 12:00:00,8.0,-10.0,90.0,1.4,248.0,42166.0,6.0,3.6,393.0,1.08,-2.36,10,-9,166.7,34,-15
2023-01-06 13:00:00,8.0,-10.1,89.0,1.3,254.0,53592.0,3.3,3.1,396.0,0.91,-1.31,10,-8,166.7,36,-20
2023-01-06 14:00:00,8.0,-10.5,88.0,1.9,241.0,60691.0,7.2,2.9,397.0,0.84,-2.86,10,-8,166.7,31,-18
2023-01-06 15:00:00,6.0,-10.2,84.0,1.7,275.0,65352.0,6.9,2.6,400.0,0.73,-2.76,3,-8,166.7,25,-20
2023-01-06 16:00:00,0.0,-12.3,88.0,1.1,238.0,51217.0,6.0,1.7,406.0,0.5,-2.44,3,-8,166.7,29,-23
2023-01-06 17:00:00,0.0,-14.2,92.0,1.1,241.0,47184.0,4.9,1.8,398.0,0.5,-1.95,3,-10,166.7,38,-24
2023-01-06 18:00:00,0.0,-18.1,85.0,2.0,240.0,42169.0,4.3,1.9,408.0,0.56,-1.75,13,-9,166.7,43,-22
2023-01-06 19:00:00,0.0,-17.2,86.0,0.6,230.0,38269.0,3.2,2.1,427.0,0.67,-1.37,13,-8,166.7,75,-26
2023-01-06 20:00:00,2.0,-16.6,87.0,1.3,236.0,24961.0,1.8,2.8,442.0,1.04,-0.8,13,-2,166.7,66,-27
2023-01-06 21:00:00,7.0,-14.7,88.0,0.8,224.0,42036.0,-1.4,3.0,452.0,1.16,0.63,13,0,166.7,57,-28
2023-01-06 22:00:00,8.0,-14.6,87.0,1.4,217.0,13216.0,-0.6,4.1,451.0,1.6,0.27,13,3,166.7,53,-32
2023-01-06 23:00:00,8.0,-14.8,87.0,1.8,245.0,11953.0,-1.3,3.8,453.0,1.48,0.59,13,3,166.7,93,-66
2023-01-07 00:00:00,8.0,-15.6,86.0,1.4,227.0,373.0,2.0,3.5,451.0,1.32,-0.9,10,2,173.0,49,-29
2023-01-07 01:00:00,9.0,-16.4,86.0,1.3,205.0,825.0,-2.4,3.2,446.0,1.19,1.07,10,-1,173.0,40,-24
2023-01-07 02:00:00,8.0,-17.2,85.0,2.1,89.0,18268.0,1.6,3.8,447.0,1.43,-0.72,10,-3,173.0,38,-13
2023-01-07 03:00:00,8.0,-16.2,86.0,2.1,106.0,5698.0,0.4,3.9,442.0,1.47,-0.18,23,-3,173.0,49,-11
2023-01-07 04:00:00,8.0,-16.3,85.0,2.1,80.0,11982.0,-0.9,3.8,426.0,1.4,0.38,23,-3,173.0,55,-7
2023-01-07 05:00:00,8.0,-16.3,85.0,2.4,82.0,3302.0,-0.7,4.4,445.0,1.73,0.31,23,-4,173.0,163,-42
2023-01-07 06:00:00,8.0,-16.0,84.0,2.2,83.0,2654.0,-0.7,3.6,398.0,1.13,0.28,10,-1,173.0,70,4
2023-01-07 07:00:00,8.0,-15.8,85.0,2.4,73.0,24031.0,1.9,3.8,417.0,1.3,-0.79,10,2,173.0,37,-6
2023-01-07 08:00:00,8.0,-15.7,84.0,2.5,85.0,15219.0,2.7,3.8,407.0,1.23,-1.1,10,4,173.0,29,-7
2023-01-07 09:00:00,8.0,-15.6,86.0,3.3,121.0,26728.0,4.7,4.1,419.0,1.4,-1.97,3,6,173.0,21,-5
2023-01-07 10:00:00,8.0,-15.7,85.0,3.7,117.0,31952.0,4.5,4.2,405.0,1.39,-1.82,3,5,173.0,21,-9
2023-01-07 11:00:00,7.0,-16.3,85.0,3.2,107.0,51641.0,5.3,4.3,425.0,1.51,-2.25,3,2,173.0,19,-6
2023-01-07 12:00:00,7.0,-16.1,84.0,3.9,114.0,49820.0,3.8,4.3,441.0,1.6,-1.68,3,1,173.0,23,-12
2023-01-07 13:00:00,8.0,-16.2,85.0,3.3,105.0,47660.0,4.3,4.3,404.0,1.36,-1.74,3,2,173.0,16,-8
2023-01-07 14:00:00,8.0,-15.9,85.0,4.0,91.0,27908.0,4.9,4.2,408.0,1.36,-2.0,3,4,173.0,20,-10
2023-01-07 15:00:00,8.0,-15.2,85.0,4.7,114.0,44174.0,0.2,4.7,412.0,1.57,-0.08,27,6,173.0,33,-21
2023-01-07 16:00:00,7.0,-14.8,84.0,5.6,114.0,44997.0,-0.7,4.2,391.0,1.3,0.27,27,6,173.0,227,-190
2023-01-07 17:00:00,8.0,-14.9,84.0,4.6,100.0,52062.0,1.8,4.5,407.0,1.46,-0.73,27,-2,173.0,500,-417
2023-01-07 18:00:00,8.0,-15.8,84.0,4.8,91.0,51954.0,3.2,4.6,413.0,1.5,-1.32,23,-3,173.0,144,-92
2023-01-07 19:00:00,8.0,-16.1,85.0,4.8,68.0,31239.0,2.6,4.7,416.0,1.56,-1.08,23,-1,173.0,58,-19
2023-01-07 20:00:00,8.0,-15.7,85.0,4.9,79.0,59169.0,1.1,4.6,398.0,1.38,-0.44,23,1,173.0,70,-37
2023-01-07 21:00:00,8.0,-14.7,85.0,3.7,82.0,64808.0,5.1,5.1,420.0,1.71,-2.14,3,1,173.0,42,-18
2023-01-07 22:00:00,8.0,-13.7,86.0,5.2,108.0,64872.0,1.5,4.9,405.0,1.55,-0.61,3,3,173.0,30,-12
2023-01-07 23:00:00,8.0,-13.3,86.0,5.4,90.0,62899.0,3.2,5.1,405.0,1.59,-1.3,3,3,173.0,29,-12
2023-01-08 00:00:00,7.0,-13.3,86.0,4.6,88.0,65834.0,-2.4,5.2,409.0,1.66,0.98,20,3,177.8,33,-20
2023-01-08 01:00:00,8.0,-12.6,86.0,3.8,103.0,63600.0,-2.5,5.0,398.0,1.5,0.99,20,-3,177.8,52,-26
2023-01-08 02:00:00,8.0,-12.5,86.0,5.9,115.0,69754.0,-1.3,4.9,380.0,1.35,0.49,20,-9,177.8,136,-70
2023-01-08 03:00:00,8.0,-12.4,86.0,5.7,117.0,71047.0,-4.9,4.9,380.0,1.35,999.99,23,-11,177.8,128,-70
2023-01-08 04:00:00,7.0,-12.4,85.0,6.5,113.0,75000.0,-0.7,4.9,380.0,1.35,999.99,23,-16,177.8,179,-128
2023-01-08 05:00:00,8.0,-12.2,85.0,6.1,118.0,75000.0,0.3,4.9,380.0,1.35,999.99,23,-19,177.8,154,-85
2023-01-08 06:00:00,8.0,-12.2,85.0,6.6,119.0,66540.0,3.7,4.9,380.0,1.35,999.99,20,-15,177.8,102,-50
2023-01-08 07:00:00,7.0,-12.1,85.0,7.7,117.0,68327.0,1.6,4.9,380.0,1.35,999.99,20,-3,177.8,73,-37
2023-01-08 08:00:00,7.0,-12.0,84.0,7.7,120.0,73587.0,5.2,4.9,380.0,1.35,999.99,20,6,177.8,52,-11
2023-01-08 09:00:00,7.0,-12.0,83.0,7.2,121.0,75000.0,-3.4,4.9,380.0,1.35,999.99,17,7,177.8,41,-10
2023-01-08 10:00:00,8.0,-11.8,83.0,6.6,123.0,75000.0,-3.7,4.9,380.0,1.35,999.99,17,7,177.8,103,-54
2023-01-08 11:00:00,7.0,-11.6,83.0,7.2,125.0,33261.0,-3.5,4.9,380.0,1.35,999.99,17,-3,177.8,230,-154
2023-01-08 12:00:00,8.0,-11.6,84.0,7.3,122.0,7818.0,-1.9,4.9,380.0,1.35,999.99,30,-6,177.8,577,-469
2023-01-08 13:00:00,8.0,-11.5,87.0,8.4,124.0,2327.0,-3.5,4.9,380.0,1.35,999.99,30,-9,177.8,234,-107
2023-01-08 14:00:00,8.0,-10.8,87.0,7.2,130.0,4317.0,-1.3,4.9,380.0,1.35,999.99,30,-8,177.8,227,-120
2023-01-08 15:00:00,8.0,-10.2,84.0,8.1,136.0,12169.0,-1.2,5.0,392.0,1.52,0.47,13,-8,177.8,201,-106
2023-01-08 16:00:00,8.0,-10.0,84.0,7.9,135.0,3243.0,1.0,5.1,394.0,1.54,-0.39,13,-11,177.8,162,-79
2023-01-08 17:00:00,8.0,-9.9,84.0,7.1,137.0,6501.0,1.1,5.0,400.0,1.6,-0.44,13,-11,177.8,74,-38
2023-01-08 18:00:00,8.0,-10.0,84.0,7.9,134.0,4309.0,1.8,5.0,400.0,1.6,999.99,10,-8,177.8,115,-89
2023-01-08 19:00:00,8.0,-9.9,84.0,7.4,136.0,8855.0,1.6,5.0,400.0,1.6,999.99,10,-1,177.8,74,-54
